jurisdiction,week,first_dose_m,second_dose_m,all_doses_m,cumulative_doses_m,first_dose_p,second_dose_p,all_doses_p,cumulative_doses_p,first_dose_both,second_dose_both,all_doses_both,cumulative_doses_both
alabama,01/04/2021,29000,29000,58000,284800,29250,29250,58500,193050,58250,58250,116500,477850
alabama,01/11/2021,29100,29100,58200,343000,29250,29250,58500,251550,58350,58350,116700,594550
alabama,01/18/2021,30600,30600,61200,404200,30225,30225,60450,312000,60825,60825,121650,716200
alabama,01/25/2021,30600,30600,61200,465400,30225,30225,60450,372450,60825,60825,121650,837850
alabama,02/01/2021,40400,40400,80800,546200,30225,30225,60450,432900,70625,70625,141250,979100
alabama,02/08/2021,44100,44100,88200,634400,30225,30225,60450,493350,74325,74325,148650,1127750
alabama,02/15/2021,47700,47700,95400,729800,30225,30225,60450,553800,77925,77925,155850,1283600
alabama,02/22/2021,47700,47700,95400,825200,47970,47970,95940,649740,95670,95670,191340,1474940
alabama,03/01/2021,47700,47700,95400,920600,54990,54990,109980,759720,102690,102690,205380,1680320
alabama,03/08/2021,47700,47700,95400,1016000,60840,60840,121680,881400,108540,108540,217080,1897400
alabama,03/15/2021,47700,47700,95400,1111400,65520,65520,131040,1012440,113220,113220,226440,2123840
alabama,03/22/2021,47700,47700,95400,1206800,66690,66690,133380,1145820,114390,114390,228780,2352620
alabama,03/29/2021,47700,47700,95400,1302200,80730,80730,161460,1307280,128430,128430,256860,2609480
alabama,12/21/2020,84300,84300,168600,168600,29250,29250,58500,58500,113550,113550,227100,227100
alabama,12/28/2020,29100,29100,58200,226800,38025,38025,76050,134550,67125,67125,134250,361350
alaska,01/04/2021,25600,25600,51200,104800,27300,27300,54600,54600,52900,52900,105800,159400
alaska,01/11/2021,0,0,0,104800,0,0,0,54600,0,0,0,159400
alaska,01/18/2021,0,0,0,104800,0,0,0,54600,0,0,0,159400
alaska,01/25/2021,0,0,0,104800,0,0,0,54600,0,0,0,159400
alaska,02/01/2021,32300,32300,64600,169400,27300,27300,54600,109200,59600,59600,119200,278600
alaska,02/08/2021,0,0,0,169400,0,0,0,109200,0,0,0,278600
alaska,02/15/2021,0,0,0,169400,0,0,0,109200,0,0,0,278600
alaska,02/22/2021,0,0,0,169400,0,0,0,109200,0,0,0,278600
alaska,03/01/2021,49300,49300,98600,268000,53820,53820,107640,216840,103120,103120,206240,484840
alaska,03/08/2021,0,0,0,268000,0,0,0,216840,0,0,0,484840
alaska,03/15/2021,0,0,0,268000,0,0,0,216840,0,0,0,484840
alaska,03/22/2021,0,0,0,268000,0,0,0,216840,0,0,0,484840
alaska,03/29/2021,52500,52500,105000,373000,91260,79560,170820,387660,143760,132060,275820,760660
alaska,12/21/2020,26800,26800,53600,53600,0,0,0,0,26800,26800,53600,53600
alaska,12/28/2020,0,0,0,53600,0,0,0,0,0,0,0,53600
arizona,01/04/2021,41100,41100,82200,403600,41925,41925,83850,274950,83025,83025,166050,678550
arizona,01/11/2021,41300,41300,82600,486200,41925,41925,83850,358800,83225,83225,166450,845000
arizona,01/18/2021,43400,43400,86800,573000,42900,42900,85800,444600,86300,86300,172600,1017600
arizona,01/25/2021,43400,43400,86800,659800,42900,42900,85800,530400,86300,86300,172600,1190200
arizona,02/01/2021,57200,57200,114400,774200,42900,42900,85800,616200,100100,100100,200200,1390400
arizona,02/08/2021,62500,62500,125000,899200,42900,42900,85800,702000,105400,105400,210800,1601200
arizona,02/15/2021,67600,67600,135200,1034400,42900,42900,85800,787800,110500,110500,221000,1822200
arizona,02/22/2021,67600,67600,135200,1169600,69030,69030,138060,925860,136630,136630,273260,2095460
arizona,03/01/2021,67600,67600,135200,1304800,78390,78390,156780,1082640,145990,145990,291980,2387440
arizona,03/08/2021,67600,67600,135200,1440000,85410,85410,170820,1253460,153010,153010,306020,2693460
arizona,03/15/2021,67600,67600,135200,1575200,92430,92430,184860,1438320,160030,160030,320060,3013520
arizona,03/22/2021,67600,67600,135200,1710400,93600,93600,187200,1625520,161200,161200,322400,3335920
arizona,03/29/2021,67600,67600,135200,1845600,114660,114660,229320,1854840,182260,182260,364520,3700440
arizona,12/21/2020,119400,119400,238800,238800,41925,41925,83850,83850,161325,161325,322650,322650
arizona,12/28/2020,41300,41300,82600,321400,53625,53625,107250,191100,94925,94925,189850,512500
arkansas,01/04/2021,17600,17600,35200,172800,18525,18525,37050,120900,36125,36125,72250,293700
arkansas,01/11/2021,17700,17700,35400,208200,18525,18525,37050,157950,36225,36225,72450,366150
arkansas,01/18/2021,18600,18600,37200,245400,18525,18525,37050,195000,37125,37125,74250,440400
arkansas,01/25/2021,18600,18600,37200,282600,18525,18525,37050,232050,37125,37125,74250,514650
arkansas,02/01/2021,24500,24500,49000,331600,18525,18525,37050,269100,43025,43025,86050,600700
arkansas,02/08/2021,26800,26800,53600,385200,18525,18525,37050,306150,45325,45325,90650,691350
arkansas,02/15/2021,28900,28900,57800,443000,18525,18525,37050,343200,47425,47425,94850,786200
arkansas,02/22/2021,28900,28900,57800,500800,29250,29250,58500,401700,58150,58150,116300,902500
arkansas,03/01/2021,28900,28900,57800,558600,33930,33930,67860,469560,62830,62830,125660,1028160
arkansas,03/08/2021,28900,28900,57800,616400,37440,37440,74880,544440,66340,66340,132680,1160840
arkansas,03/15/2021,28900,28900,57800,674200,39780,39780,79560,624000,68680,68680,137360,1298200
arkansas,03/22/2021,28900,28900,57800,732000,39780,39780,79560,703560,68680,68680,137360,1435560
arkansas,03/29/2021,28900,28900,57800,789800,49140,49140,98280,801840,78040,78040,156080,1591640
arkansas,12/21/2020,51100,51100,102200,102200,18525,18525,37050,37050,69625,69625,139250,139250
arkansas,12/28/2020,17700,17700,35400,137600,23400,23400,46800,83850,41100,41100,82200,221450
california,01/04/2021,231400,231400,462800,2272600,232050,232050,464100,1524900,463450,463450,926900,3797500
california,01/11/2021,232300,232300,464600,2737200,233025,233025,466050,1990950,465325,465325,930650,4728150
california,01/18/2021,244000,244000,488000,3225200,241800,241800,483600,2474550,485800,485800,971600,5699750
california,01/25/2021,244000,244000,488000,3713200,241800,241800,483600,2958150,485800,485800,971600,6671350
california,02/01/2021,322000,322000,644000,4357200,240825,240825,481650,3439800,562825,562825,1125650,7797000
california,02/08/2021,351900,351900,703800,5061000,241800,241800,483600,3923400,593700,593700,1187400,8984400
california,02/15/2021,380300,380300,760600,5821600,241800,241800,483600,4407000,622100,622100,1244200,10228600
california,02/22/2021,380300,380300,760600,6582200,382590,382590,765180,5172180,762890,762890,1525780,11754380
california,03/01/2021,380300,380300,760600,7342800,438750,438750,877500,6049680,819050,819050,1638100,13392480
california,03/08/2021,380300,380300,760600,8103400,479700,479700,959400,7009080,860000,860000,1720000,15112480
california,03/15/2021,380300,380300,760600,8864000,515970,515970,1031940,8041020,896270,896270,1792540,16905020
california,03/22/2021,380300,380300,760600,9624600,524160,524160,1048320,9089340,904460,904460,1808920,18713940
california,03/29/2021,380300,380300,760600,10385200,644670,644670,1289340,10378680,1024970,1024970,2049940,20763880
california,12/21/2020,672600,672600,1345200,1345200,233025,233025,466050,466050,905625,905625,1811250,1811250
california,12/28/2020,232300,232300,464600,1809800,297375,297375,594750,1060800,529675,529675,1059350,2870600
colorado,01/04/2021,32900,32900,65800,323000,33150,33150,66300,218400,66050,66050,132100,541400
colorado,01/11/2021,33000,33000,66000,389000,33150,33150,66300,284700,66150,66150,132300,673700
colorado,01/18/2021,34700,34700,69400,458400,35100,35100,70200,354900,69800,69800,139600,813300
colorado,01/25/2021,34700,34700,69400,527800,35100,35100,70200,425100,69800,69800,139600,952900
colorado,02/01/2021,45800,45800,91600,619400,34125,34125,68250,493350,79925,79925,159850,1112750
colorado,02/08/2021,50000,50000,100000,719400,35100,35100,70200,563550,85100,85100,170200,1282950
colorado,02/15/2021,54100,54100,108200,827600,35100,35100,70200,633750,89200,89200,178400,1461350
colorado,02/22/2021,54100,54100,108200,935800,54990,54990,109980,743730,109090,109090,218180,1679530
colorado,03/01/2021,54100,54100,108200,1044000,63180,63180,126360,870090,117280,117280,234560,1914090
colorado,03/08/2021,54100,54100,108200,1152200,69030,69030,138060,1008150,123130,123130,246260,2160350
colorado,03/15/2021,54100,54100,108200,1260400,73710,73710,147420,1155570,127810,127810,255620,2415970
colorado,03/22/2021,54100,54100,108200,1368600,74880,74880,149760,1305330,128980,128980,257960,2673930
colorado,03/29/2021,54100,54100,108200,1476800,92430,92430,184860,1490190,146530,146530,293060,2966990
colorado,12/21/2020,95600,95600,191200,191200,33150,33150,66300,66300,128750,128750,257500,257500
colorado,12/28/2020,33000,33000,66000,257200,42900,42900,85800,152100,75900,75900,151800,409300
connecticut,01/04/2021,21800,21800,43600,214000,22425,22425,44850,146250,44225,44225,88450,360250
connecticut,01/11/2021,21900,21900,43800,257800,22425,22425,44850,191100,44325,44325,88650,448900
connecticut,01/18/2021,23000,23000,46000,303800,23400,23400,46800,237900,46400,46400,92800,541700
connecticut,01/25/2021,23000,23000,46000,349800,23400,23400,46800,284700,46400,46400,92800,634500
connecticut,02/01/2021,30300,30300,60600,410400,23400,23400,46800,331500,53700,53700,107400,741900
connecticut,02/08/2021,33100,33100,66200,476600,23400,23400,46800,378300,56500,56500,113000,854900
connecticut,02/15/2021,35800,35800,71600,548200,23400,23400,46800,425100,59200,59200,118400,973300
connecticut,02/22/2021,35800,35800,71600,619800,36270,36270,72540,497640,72070,72070,144140,1117440
connecticut,03/01/2021,35800,35800,71600,691400,42120,42120,84240,581880,77920,77920,155840,1273280
connecticut,03/08/2021,35800,35800,71600,763000,45630,45630,91260,673140,81430,81430,162860,1436140
connecticut,03/15/2021,35800,35800,71600,834600,49140,49140,98280,771420,84940,84940,169880,1606020
connecticut,03/22/2021,35800,35800,71600,906200,50310,50310,100620,872040,86110,86110,172220,1778240
connecticut,03/29/2021,35800,35800,71600,977800,60840,60840,121680,993720,96640,96640,193280,1971520
connecticut,12/21/2020,63300,63300,126600,126600,22425,22425,44850,44850,85725,85725,171450,171450
connecticut,12/28/2020,21900,21900,43800,170400,28275,28275,56550,101400,50175,50175,100350,271800
delaware,01/04/2021,5800,5800,11600,56600,5850,5850,11700,39000,11650,11650,23300,95600
delaware,01/11/2021,5800,5800,11600,68200,5850,5850,11700,50700,11650,11650,23300,118900
delaware,01/18/2021,6100,6100,12200,80400,6825,6825,13650,64350,12925,12925,25850,144750
delaware,01/25/2021,6100,6100,12200,92600,6825,6825,13650,78000,12925,12925,25850,170600
delaware,02/01/2021,8000,8000,16000,108600,6825,6825,13650,91650,14825,14825,29650,200250
delaware,02/08/2021,8800,8800,17600,126200,6825,6825,13650,105300,15625,15625,31250,231500
delaware,02/15/2021,9500,9500,19000,145200,6825,6825,13650,118950,16325,16325,32650,264150
delaware,02/22/2021,9500,9500,19000,164200,10530,10530,21060,140010,20030,20030,40060,304210
delaware,03/01/2021,9500,9500,19000,183200,11700,11700,23400,163410,21200,21200,42400,346610
delaware,03/08/2021,9500,9500,19000,202200,12870,12870,25740,189150,22370,22370,44740,391350
delaware,03/15/2021,9500,9500,19000,221200,12870,12870,25740,214890,22370,22370,44740,436090
delaware,03/22/2021,9500,9500,19000,240200,14040,14040,28080,242970,23540,23540,47080,483170
delaware,03/29/2021,9500,9500,19000,259200,16380,16380,32760,275730,25880,25880,51760,534930
delaware,12/21/2020,16700,16700,33400,33400,5850,5850,11700,11700,22550,22550,45100,45100
delaware,12/28/2020,5800,5800,11600,45000,7800,7800,15600,27300,13600,13600,27200,72300
district of columbia,01/04/2021,4400,4400,8800,42800,4875,4875,9750,31200,9275,9275,18550,74000
district of columbia,01/11/2021,4400,4400,8800,51600,4875,4875,9750,40950,9275,9275,18550,92550
district of columbia,01/18/2021,4600,4600,9200,60800,4875,4875,9750,50700,9475,9475,18950,111500
district of columbia,01/25/2021,4600,4600,9200,70000,4875,4875,9750,60450,9475,9475,18950,130450
district of columbia,02/01/2021,6100,6100,12200,82200,4875,4875,9750,70200,10975,10975,21950,152400
district of columbia,02/08/2021,6600,6600,13200,95400,4875,4875,9750,79950,11475,11475,22950,175350
district of columbia,02/15/2021,7200,7200,14400,109800,4875,4875,9750,89700,12075,12075,24150,199500
district of columbia,02/22/2021,7200,7200,14400,124200,8190,8190,16380,106080,15390,15390,30780,230280
district of columbia,03/01/2021,7200,7200,14400,138600,9360,9360,18720,124800,16560,16560,33120,263400
district of columbia,03/08/2021,7200,7200,14400,153000,9360,9360,18720,143520,16560,16560,33120,296520
district of columbia,03/15/2021,7200,7200,14400,167400,10530,10530,21060,164580,17730,17730,35460,331980
district of columbia,03/22/2021,7200,7200,14400,181800,10530,10530,21060,185640,17730,17730,35460,367440
district of columbia,03/29/2021,7200,7200,14400,196200,12870,12870,25740,211380,20070,20070,40140,407580
district of columbia,12/21/2020,12600,12600,25200,25200,4875,4875,9750,9750,17475,17475,34950,34950
district of columbia,12/28/2020,4400,4400,8800,34000,5850,5850,11700,21450,10250,10250,20500,55450
florida,01/04/2021,126600,126600,253200,1243200,126750,126750,253500,834600,253350,253350,506700,2077800
florida,01/11/2021,127100,127100,254200,1497400,127725,127725,255450,1090050,254825,254825,509650,2587450
florida,01/18/2021,133500,133500,267000,1764400,132600,132600,265200,1355250,266100,266100,532200,3119650
florida,01/25/2021,133500,133500,267000,2031400,132600,132600,265200,1620450,266100,266100,532200,3651850
florida,02/01/2021,176100,176100,352200,2383600,131625,131625,263250,1883700,307725,307725,615450,4267300
florida,02/08/2021,192500,192500,385000,2768600,132600,132600,265200,2148900,325100,325100,650200,4917500
florida,02/15/2021,208000,208000,416000,3184600,132600,132600,265200,2414100,340600,340600,681200,5598700
florida,02/22/2021,208000,208000,416000,3600600,209430,209430,418860,2832960,417430,417430,834860,6433560
florida,03/01/2021,208000,208000,416000,4016600,239850,239850,479700,3312660,447850,447850,895700,7329260
florida,03/08/2021,208000,208000,416000,4432600,262080,262080,524160,3836820,470080,470080,940160,8269420
florida,03/15/2021,208000,208000,416000,4848600,281970,281970,563940,4400760,489970,489970,979940,9249360
florida,03/22/2021,208000,208000,416000,5264600,286650,286650,573300,4974060,494650,494650,989300,10238660
florida,03/29/2021,208000,208000,416000,5680600,352170,352170,704340,5678400,560170,560170,1120340,11359000
florida,12/21/2020,367900,367900,735800,735800,127725,127725,255450,255450,495625,495625,991250,991250
florida,12/28/2020,127100,127100,254200,990000,162825,162825,325650,581100,289925,289925,579850,1571100
georgia,01/04/2021,60000,60000,120000,589200,60450,60450,120900,395850,120450,120450,240900,985050
georgia,01/11/2021,60200,60200,120400,709600,60450,60450,120900,516750,120650,120650,241300,1226350
georgia,01/18/2021,63300,63300,126600,836200,63375,63375,126750,643500,126675,126675,253350,1479700
georgia,01/25/2021,63300,63300,126600,962800,63375,63375,126750,770250,126675,126675,253350,1733050
georgia,02/01/2021,83500,83500,167000,1129800,62400,62400,124800,895050,145900,145900,291800,2024850
georgia,02/08/2021,91300,91300,182600,1312400,63375,63375,126750,1021800,154675,154675,309350,2334200
georgia,02/15/2021,98600,98600,197200,1509600,63375,63375,126750,1148550,161975,161975,323950,2658150
georgia,02/22/2021,98600,98600,197200,1706800,99450,99450,198900,1347450,198050,198050,396100,3054250
georgia,03/01/2021,98600,98600,197200,1904000,114660,114660,229320,1576770,213260,213260,426520,3480770
georgia,03/08/2021,98600,98600,197200,2101200,125190,125190,250380,1827150,223790,223790,447580,3928350
georgia,03/15/2021,98600,98600,197200,2298400,134550,134550,269100,2096250,233150,233150,466300,4394650
georgia,03/22/2021,98600,98600,197200,2495600,136890,136890,273780,2370030,235490,235490,470980,4865630
georgia,03/29/2021,98600,98600,197200,2692800,167310,167310,334620,2704650,265910,265910,531820,5397450
georgia,12/21/2020,174400,174400,348800,348800,60450,60450,120900,120900,234850,234850,469700,469700
georgia,12/28/2020,60200,60200,120400,469200,77025,77025,154050,274950,137225,137225,274450,744150
hawaii,01/04/2021,8600,8600,17200,84600,8775,8775,17550,58500,17375,17375,34750,143100
hawaii,01/11/2021,8700,8700,17400,102000,8775,8775,17550,76050,17475,17475,34950,178050
hawaii,01/18/2021,9100,9100,18200,120200,9750,9750,19500,95550,18850,18850,37700,215750
hawaii,01/25/2021,9100,9100,18200,138400,9750,9750,19500,115050,18850,18850,37700,253450
hawaii,02/01/2021,12000,12000,24000,162400,9750,9750,19500,134550,21750,21750,43500,296950
hawaii,02/08/2021,13100,13100,26200,188600,9750,9750,19500,154050,22850,22850,45700,342650
hawaii,02/15/2021,14200,14200,28400,217000,9750,9750,19500,173550,23950,23950,47900,390550
hawaii,02/22/2021,14200,14200,28400,245400,15210,15210,30420,203970,29410,29410,58820,449370
hawaii,03/01/2021,14200,14200,28400,273800,16380,16380,32760,236730,30580,30580,61160,510530
hawaii,03/08/2021,14200,14200,28400,302200,18720,18720,37440,274170,32920,32920,65840,576370
hawaii,03/15/2021,14200,14200,28400,330600,19890,19890,39780,313950,34090,34090,68180,644550
hawaii,03/22/2021,14200,14200,28400,359000,19890,19890,39780,353730,34090,34090,68180,712730
hawaii,03/29/2021,14200,14200,28400,387400,24570,24570,49140,402870,38770,38770,77540,790270
hawaii,12/21/2020,25000,25000,50000,50000,8775,8775,17550,17550,33775,33775,67550,67550
hawaii,12/28/2020,8700,8700,17400,67400,11700,11700,23400,40950,20400,20400,40800,108350
idaho,01/04/2021,9700,9700,19400,94800,9750,9750,19500,64350,19450,19450,38900,159150
idaho,01/11/2021,9700,9700,19400,114200,9750,9750,19500,83850,19450,19450,38900,198050
idaho,01/18/2021,10200,10200,20400,134600,10725,10725,21450,105300,20925,20925,41850,239900
idaho,01/25/2021,10200,10200,20400,155000,10725,10725,21450,126750,20925,20925,41850,281750
idaho,02/01/2021,13400,13400,26800,181800,10725,10725,21450,148200,24125,24125,48250,330000
idaho,02/08/2021,14700,14700,29400,211200,10725,10725,21450,169650,25425,25425,50850,380850
idaho,02/15/2021,15800,15800,31600,242800,10725,10725,21450,191100,26525,26525,53050,433900
idaho,02/22/2021,15800,15800,31600,274400,16380,16380,32760,223860,32180,32180,64360,498260
idaho,03/01/2021,15800,15800,31600,306000,18720,18720,37440,261300,34520,34520,69040,567300
idaho,03/08/2021,15800,15800,31600,337600,19890,19890,39780,301080,35690,35690,71380,638680
idaho,03/15/2021,15800,15800,31600,369200,22230,22230,44460,345540,38030,38030,76060,714740
idaho,03/22/2021,15800,15800,31600,400800,22230,22230,44460,390000,38030,38030,76060,790800
idaho,03/29/2021,15800,15800,31600,432400,26910,26910,53820,443820,42710,42710,85420,876220
idaho,12/21/2020,28000,28000,56000,56000,9750,9750,19500,19500,37750,37750,75500,75500
idaho,12/28/2020,9700,9700,19400,75400,12675,12675,25350,44850,22375,22375,44750,120250
illinois,01/04/2021,60100,60100,120200,590000,60450,60450,120900,397800,120550,120550,241100,987800
illinois,01/11/2021,60300,60300,120600,710600,60450,60450,120900,518700,120750,120750,241500,1229300
illinois,01/18/2021,63300,63300,126600,837200,63375,63375,126750,645450,126675,126675,253350,1482650
illinois,01/25/2021,63300,63300,126600,963800,63375,63375,126750,772200,126675,126675,253350,1736000
illinois,02/01/2021,83600,83600,167200,1131000,62400,62400,124800,897000,146000,146000,292000,2028000
illinois,02/08/2021,91300,91300,182600,1313600,63375,63375,126750,1023750,154675,154675,309350,2337350
illinois,02/15/2021,98700,98700,197400,1511000,63375,63375,126750,1150500,162075,162075,324150,2661500
illinois,02/22/2021,98700,98700,197400,1708400,99450,99450,198900,1349400,198150,198150,396300,3057800
illinois,03/01/2021,98700,98700,197400,1905800,114660,114660,229320,1578720,213360,213360,426720,3484520
illinois,03/08/2021,98700,98700,197400,2103200,125190,125190,250380,1829100,223890,223890,447780,3932300
illinois,03/15/2021,98700,98700,197400,2300600,134550,134550,269100,2098200,233250,233250,466500,4398800
illinois,03/22/2021,98700,98700,197400,2498000,136890,136890,273780,2371980,235590,235590,471180,4869980
illinois,03/29/2021,98700,98700,197400,2695400,167310,167310,334620,2706600,266010,266010,532020,5402000
illinois,12/21/2020,174600,174600,349200,349200,60450,60450,120900,120900,235050,235050,470100,470100
illinois,12/28/2020,60300,60300,120600,469800,78000,78000,156000,276900,138300,138300,276600,746700
indiana,01/04/2021,39000,39000,78000,383000,39000,39000,78000,259350,78000,78000,156000,642350
indiana,01/11/2021,39200,39200,78400,461400,39975,39975,79950,339300,79175,79175,158350,800700
indiana,01/18/2021,41100,41100,82200,543600,40950,40950,81900,421200,82050,82050,164100,964800
indiana,01/25/2021,41100,41100,82200,625800,40950,40950,81900,503100,82050,82050,164100,1128900
indiana,02/01/2021,54300,54300,108600,734400,40950,40950,81900,585000,95250,95250,190500,1319400
indiana,02/08/2021,59300,59300,118600,853000,40950,40950,81900,666900,100250,100250,200500,1519900
indiana,02/15/2021,64100,64100,128200,981200,40950,40950,81900,748800,105050,105050,210100,1730000
indiana,02/22/2021,64100,64100,128200,1109400,64350,64350,128700,877500,128450,128450,256900,1986900
indiana,03/01/2021,64100,64100,128200,1237600,74880,74880,149760,1027260,138980,138980,277960,2264860
indiana,03/08/2021,64100,64100,128200,1365800,80730,80730,161460,1188720,144830,144830,289660,2554520
indiana,03/15/2021,64100,64100,128200,1494000,87750,87750,175500,1364220,151850,151850,303700,2858220
indiana,03/22/2021,64100,64100,128200,1622200,88920,88920,177840,1542060,153020,153020,306040,3164260
indiana,03/29/2021,64100,64100,128200,1750400,108810,108810,217620,1759680,172910,172910,345820,3510080
indiana,12/21/2020,113300,113300,226600,226600,39975,39975,79950,79950,153275,153275,306550,306550
indiana,12/28/2020,39200,39200,78400,305000,50700,50700,101400,181350,89900,89900,179800,486350
iowa,01/04/2021,18500,18500,37000,181800,18525,18525,37050,124800,37025,37025,74050,306600
iowa,01/11/2021,18600,18600,37200,219000,19500,19500,39000,163800,38100,38100,76200,382800
iowa,01/18/2021,19500,19500,39000,258000,19500,19500,39000,202800,39000,39000,78000,460800
iowa,01/25/2021,19500,19500,39000,297000,19500,19500,39000,241800,39000,39000,78000,538800
iowa,02/01/2021,25800,25800,51600,348600,19500,19500,39000,280800,45300,45300,90600,629400
